variableMetadata	namecustom	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	QC	Blanc	Bio	isotopes	adduct	pcgroup	spi_formula	spi_monoisotopic	spi_name	inchi	inchikey	pubchem	chebi	hmdb	kegg	spi_KEGGpathwaysfamily	spi_KEGGpathways	spi_subpathways	spi_annot
M347T625	M347.2168T625	347.216777154099	347.216302505186	347.217382590936	625.255552071202	623.960159521032	628.290754965997	66	24	0	42	[457][M]-	[2M-H]- 174.111	26													
M348T997_1	M347.8866T997_1	347.886614361437	347.885513467622	347.887292006063	996.791362721687	985.795435357508	1004.05790072113	86	24	1	42	[458][M]2-		13													
M348T443	M348.0279T443	348.027893896711	348.027215068898	348.028621880088	443.363937359633	431.387423382818	445.225451846653	47	23	0	24			8													
M348T93	M348.1031T93	348.103072523964	348.102255113758	348.107126659826	93.3741452933306	78.0287492357759	93.9119842870003	70	24	3	42	[459][M]-		22													
M348T209	M348.1076T209	348.107576994892	348.106930970159	348.108217449529	208.687642469622	203.708942415572	215.839150356277	52	23	0	29		[M-2H+Na]- 327.128	17													
M348T540	M348.1136T540	348.113648577621	348.112477472998	348.114376865514	540.416134907091	538.987849637284	540.998340736501	64	23	0	41	[456][M+1]-		14													
M348T625	M348.2202T625	348.220181314729	348.219635129779	348.220854694605	625.14001810343	623.903529457159	629.086804567499	66	24	0	42	[457][M+1]-		26													
M348T997_2	M348.3883T997_2	348.388277988249	348.387733156373	348.388943333041	996.922896820378	985.708804712767	1004.57964916965	94	24	0	42	[458][M+1]2-		13													
M348T994	M348.4152T994	348.415231396474	348.414510853339	348.415782309278	993.851937344696	991.668999558766	995.349060427917	55	15	0	40		[M-H-H20]- 367.43	13													
M349T993	M348.895T993	348.895023521023	348.893563370073	348.895541793473	993.141278476013	985.895440070188	1003.95628979816	82	24	1	37	[458][M+2]2-		13													
M349T1208	M348.9006T1208	348.900626004789	348.89953888506	348.901450804586	1208.3711634269	1207.02682863861	1210.0671187691	66	24	3	39		[M+Cl+NaCOOH]- 245.937	33													
M349T997	M348.9074T997	348.907379644189	348.906918529249	348.907933966904	996.559255134476	985.859672023207	1004.15185483839	51	20	0	22			13													
M349T571	M349.1025T571	349.102541697695	349.101938089788	349.103186641765	571.424708805309	570.653276436173	573.229733136996	58	22	0	36		[M-2H+K]- 312.154	18													
M349T93	M349.1066T93	349.10658418498	349.10573697945	349.107298195317	93.357558367072	90.7628309012387	93.9119842870003	69	24	3	42	[459][M+1]-		22													
M349T336	M349.1524T336	349.152395313589	349.15198903942	349.15323819078	336.256718371573	334.538233289063	337.946318734328	65	23	0	42	[460][M]-	[M-H-CH4]- 366.189	21													
M349T497	M349.1848T497	349.184754900399	349.18430503445	349.185562371835	496.513740955578	495.924255489767	497.576383430312	66	24	0	42	[461][M]-	[M-H+NH3]- 333.157	3													
M350T153	M350.0459T153	350.045925370899	350.045368542262	350.046674440242	153.349577384763	148.623489673414	157.036762460673	63	24	0	39		[M-H-CH3]- 366.083	15													
M350T524	M350.0735T524	350.073548332799	350.073002190461	350.074442456492	523.842484304956	522.600541674128	525.149758565957	54	16	0	38			16													
M350T93	M350.0989T93	350.098946053562	350.098066142693	350.099571752878	93.4509349333962	90.726128250742	94.469941216574	69	24	3	42	[459][M+2]-		22													
M350T171	M350.1113T171	350.111273738019	350.110615823896	350.111996594321	171.094525460534	169.895273500131	172.633749267204	53	19	0	34			46													
M350T484	M350.1572T484	350.15719540356	350.15651250369	350.158016322915	484.026467520757	482.898880243121	484.748963301911	63	24	0	39			3													
M350T337	M350.156T337	350.155983003959	350.155225281549	350.15696178078	336.775301601086	335.211040052217	339.189190537987	45	15	0	30	[460][M+1]-		321													
M350T497	M350.1882T497	350.188190014379	350.187572931166	350.188799288101	496.625508767867	495.50718407208	497.627437172828	62	22	0	40	[461][M+1]-		3													
M351T1016	M350.8707T1016	350.870735942116	350.870154011853	350.871350169072	1016.19567696827	1001.89554605471	1018.28029947613	66	23	0	42			55													
M351T979	M350.8708T979	350.870810629589	350.870180256795	350.871473070879	979.008121938026	977.024222869157	987.376774974552	58	18	0	40		[M+Cl]- 315.9	13													
M351T884	M350.8709T884	350.870874304406	350.869779466725	350.871545758532	883.670598435424	868.657196401917	893.14508591487	65	22	2	41			44													
M351T1251	M350.8709T1251	350.870883372325	350.870355972637	350.871633249685	1250.67012796608	1233.16338600133	1278.83809531396	56	14	0	34		[M-H-CO2]- 395.868	54													
M351T1211	M350.8972T1211	350.897202219502	350.896609046538	350.898110357198	1210.78585047103	1209.00977186467	1213.45435454257	69	24	3	42		[M+Cl]- 315.923	33													
M351T1018	M350.8968T1018	350.896759739135	350.896192999181	350.897430861228	1018.44279542834	1017.33627999349	1019.95197328657	61	19	0	42		[M-H]- 351.904	55													
M351T527	M351.0576T527	351.057624913743	351.057069987535	351.058319524911	526.880913974101	526.249409469583	527.570696330639	65	24	0	41	[462][M]-	[M+Cl+NaCOOH]- 248.096	16													
M351T174	M351.1333T174	351.133329305714	351.132718616278	351.134101647309	174.298447738297	173.058044611173	175.269424766058	66	24	0	42	[463][M]-	[2M-2H+Na]- 165.081 [M-2H+Na]- 330.159	19													
M351T328	M351.1415T328	351.141478833949	351.140740218524	351.142303085608	328.129443353631	321.370843860481	331.05996065481	51	21	0	30	[460][M+2]-		21													
M351T1208	M351.1613T1208	351.161299237641	351.160245469106	351.162022964436	1208.03746151683	1207.02682863861	1209.06017912989	68	24	2	42		[M+Cl]- 316.187	33													
M351T82	M351.1851T82	351.18512841743	351.18447659431	351.185334306539	81.7484398863457	80.5433405101181	81.8379077447143	3	0	3	0			97													
M352T527	M352.0609T527	352.060868729482	352.06037624464	352.061670638567	526.866257801558	525.705639479794	527.433777497849	61	21	0	40	[462][M+1]-		16													
M352T174	M352.1368T174	352.13682182487	352.136040472591	352.137527474177	173.786161563105	172.633749267204	175.354760768027	50	20	0	30	[463][M+1]-		19													
M353T1234	M352.8694T1234	352.869411046794	352.868880490101	352.870243095987	1234.06064872718	1218.71889382683	1258.13241561224	57	18	0	39			731													
M353T1209_1	M352.8948T1209_1	352.894754117466	352.893992925796	352.895607485421	1208.88216354011	1207.66395054748	1210.49285638477	53	22	1	30			33													
M353T513	M352.9979T513	352.997854036284	352.996970424546	352.998330567565	513.071574686216	512.564667370082	514.39807166289	31	24	0	7		[M+Cl]- 318.028 [M-H]- 354.005	27													
M353T305	M353.0343T305	353.034305357433	353.033747604064	353.035013483231	304.971124964321	301.119915420032	307.363588677715	61	23	0	38		[M+Cl]- 318.067	12													
M353T525	M353.0732T525	353.073159717142	353.072632348177	353.074037460496	525.404040648767	522.909060388303	527.301278020355	57	17	0	40	[462][M+2]-		16													
M353T439	M353.0858T439	353.085750159422	353.08514557147	353.086421107283	439.348212478682	425.979668032433	441.274972366376	66	24	0	42	[464][M]-		8													
M353T633	M353.1686T633	353.168596093632	353.168062555744	353.169225295526	632.712179717839	625.09498078384	635.923242398709	61	24	0	37			26													
M353T1209_2	M353.2014T1209_2	353.20137386018	353.200412755607	353.202101688499	1209.00146823579	1208.03494227381	1210.0671187691	69	24	3	42	[465][M]-	[M-H-C2H4]- 382.242	33													
M353T76	M353.2006T76	353.200601699639	353.199856489321	353.201339903725	76.1512797696449	73.3009141088142	78.2189968330694	54	24	3	27	[466][M]-	[M+Cl]- 318.224	2													
M354T996	M353.8894T996	353.889405657914	353.888927907824	353.890012212828	995.740725970839	986.289281002237	1002.4005046975	58	11	0	37		[M+Cl]- 318.919	13													
M354T333	M354.0325T333	354.032533859502	354.031989443704	354.033314120087	333.421702013885	331.431824209495	334.315180976462	62	24	0	38		[M+Cl]- 319.061	21													
M354T344	M354.0502T344	354.050159719251	354.049511731044	354.050874096643	344.380229701501	342.369435526216	346.361720460424	51	24	0	27		[M-H]- 355.059	59													
M354T439	M354.0892T439	354.089199816511	354.088492525326	354.089937056662	439.312893587281	425.979668032433	441.274972366376	66	24	0	42	[464][M+1]-		8													
M354T514	M354.105T514	354.105040204533	354.104320349581	354.106016999156	514.402895382314	510.69584719481	515.878796797418	59	18	0	41			400													
M354T329	M354.1414T329	354.14141531485	354.140769509628	354.142048970054	329.192205410141	327.861831219968	331.695723561367	53	20	0	33		[M-H-COCH2]- 397.162	21													
M354T494	M354.1525T494	354.152519170324	354.15204926462	354.153257611489	494.074615753907	493.107164617311	494.748671264807	66	24	0	42	[467][M]-		3													
M354T1209	M354.2048T1209	354.204795873689	354.204014470732	354.205473699345	1208.76379855052	1208.00760539689	1210.03528632614	68	23	3	42	[465][M+1]-		33													
M354T77	M354.2044T77	354.204388818734	354.203745724725	354.20460302458	76.6753163188571	75.1919676299108	79.4540366101303	5	1	3	1	[466][M+1]-		98													
M355T927	M354.8797T927	354.879733733129	354.879164336148	354.880262179236	926.62396781898	906.700879125937	934.344110908204	54	13	1	38		[M-2H+Na]- 333.906	20													
M355T994	M354.9369T994	354.936919059727	354.936426396968	354.937596028023	993.681019249223	992.6989995061	997.061731835068	63	21	0	42	[468][M]2-		13													
M355T436	M354.9864T436	354.986363335833	354.985739961978	354.987116310777	436.464710103177	421.244235214442	439.807421184805	56	15	0	41		[M-H]- 355.995	8													
M355T513	M354.9948T513	354.994796139852	354.993907741171	354.995306493779	513.068986390536	512.564667370082	513.991562753398	28	24	0	4			371													
M355T163	M355.0284T163	355.028429157973	355.027882231928	355.029165580208	162.69010179808	161.364023097943	163.144632243218	49	18	0	31		[2M-H]- 178.026	46													
M355T525	M355.0889T525	355.088908266919	355.088395014533	355.089730505367	525.228731229303	523.438107362698	527.641500114055	61	19	0	42		[2M-2H+Na]- 167.066	16													
M355T231	M355.1364T231	355.136411788708	355.135847134109	355.137193433366	231.313294472414	227.290227036848	236.858239054764	66	24	0	42	[469][M]-		7													
M355T494	M355.1559T494	355.15588663669	355.155403397205	355.15683893279	494.189961041525	493.080269735566	495.137605492764	64	24	0	40	[467][M+1]-		3													
M355T1208	M355.1883T1208	355.188332623586	355.186986167778	355.189134806473	1207.88126729487	1207.02682863861	1209.65299212068	69	24	3	42	[465][M+2]-		33													
M355T76	M355.2648T76	355.264785749152	355.264152777733	355.265515320302	76.0484130808462	74.9701074694481	77.0183714991009	66	24	0	42	[470][M]-		2													
M355T993	M355.429T993	355.429001332019	355.428439905533	355.429610539091	993.479464891106	992.563177419699	995.450073774079	57	15	0	42	[468][M+1]2-		13													
M356T1221	M355.8737T1221	355.873670420631	355.873164490262	355.874414534064	1220.95824964937	1219.1272998138	1224.52413498725	62	20	0	42		[M-H]- 356.876	33													
M356T1013	M355.8736T1013	355.873551525048	355.873001474734	355.874246957199	1012.72070693773	996.107812123449	1013.93729576557	57	17	0	40		[M-2H+K]- 318.919	13													
M356T994_1	M355.921T994_1	355.920980591479	355.920472386011	355.921639882044	993.821292942405	992.845877558609	997.572083804417	66	24	0	42	[471][M]2-		13													
M356T994_2	M355.9402T994_2	355.940241548282	355.939799934598	355.941045455701	993.877003401286	992.959634989099	996.384216391389	49	16	0	33	[468][M+2]2-		13													
M356T381	M356.0357T381	356.035734352126	356.035340694879	356.03657836729	380.907813916479	379.382391316751	382.125672918637	63	21	0	42	[472][M]-	[M-H]- 357.043	32													
M356T622	M356.0632T622	356.063186100216	356.062557338988	356.064050847012	622.151190734288	619.556311275296	623.004463593061	65	24	0	41			26													
M356T173	M356.0856T173	356.085645635033	356.085144732869	356.086388217832	173.444484902119	172.372743794128	175.249224865295	61	22	0	39		[M+Cl]- 321.112	19													
M356T532	M356.0974T532	356.09735009567	356.096758904826	356.098520057767	531.664578303495	530.742659076176	533.633401441773	66	24	0	42			16													
M356T577	M356.0995T577	356.099496793293	356.098866016765	356.100203199059	576.948839950667	575.397786126828	577.926721809875	64	24	0	40		[M-H]- 357.104	18													
M356T585	M356.1319T585	356.131938277383	356.131302230661	356.132540548489	584.945429488765	583.587205727021	586.203829772397	66	24	0	42		[3M-H]- 119.046	282													
M356T233	M356.1397T233	356.139732129987	356.139137072258	356.140465247865	232.633036558205	228.015174645982	236.858239054764	66	24	0	42	[469][M+1]-		7													
M356T1208	M356.1918T1208	356.191783375246	356.191038622932	356.192614249356	1207.88573855382	1206.90779114298	1209.52402486442	68	24	2	42	[465][M+3]-		33													
M356T74	M356.2681T74	356.268137663864	356.267335544126	356.268971312339	74.3697567351988	72.7566528997766	76.8410087479113	65	24	0	41	[470][M+1]-		2													
M356T994_3	M356.4001T994_3	356.400057713913	356.399474696024	356.400682771477	993.520203179016	992.487920464772	996.202370187034	60	18	0	42		[M-H]- 357.399	13													
M356T994_4	M356.413T994_4	356.412961126309	356.412423902393	356.413751660918	993.682779999416	992.487920464772	995.892326894991	58	17	0	41	[471][M+1]2-		13													
M357T1219	M356.9049T1219	356.90492499373	356.904467432384	356.905593082377	1219.1272998138	1217.02167743624	1224.01054237127	63	21	0	42			33													
M357T1004	M356.9049T1004	356.904933931786	356.903924796678	356.905585567479	1003.96709038646	994.417367852654	1018.66608139783	67	24	1	42	[473][M]-		13													
M357T889	M356.9049T889	356.904891302612	356.904488659255	356.905523612309	889.109366059615	866.873243320874	901.230679505161	53	15	1	34			587													
M357T994_1	M356.9244T994_1	356.92442603427	356.923170726999	356.92504549583	993.800228830479	992.845877558609	995.450073774079	54	15	0	39	[471][M+2]2-		13													
M357T994_2	M356.9522T994_2	356.952152894341	356.951008417767	356.953115221691	993.770944976829	992.458139444798	995.112205520165	56	15	0	41		[M+Cl+NH3]- 304.956	13													
M357T436	M356.9834T436	356.98339529608	356.982860605791	356.984407873695	436.31999740511	421.077615372392	439.807421184805	58	17	0	41		[M+Cl+NH3]- 304.987 [M+Cl+NH3]- 304.987	8													
M357T513	M356.9935T513	356.99353486958	356.992756676465	356.993972902248	513.056879482777	512.485794214657	514.694258410047	28	24	0	4		[M+Cl+CF3COOH]- 188.032	27													
M357T381	M357.0392T381	357.039206020704	357.038650018815	357.039966606951	380.87011748686	378.8846083961	382.351489021567	47	15	0	32	[472][M+1]-		32													
M357T626	M357.0835T626	357.083478526673	357.082981389795	357.084140088494	625.924680153644	624.323969059672	627.211495755509	66	24	0	42	[474][M]-	[M+Cl]- 322.116 [M-H]- 358.089	26													
M357T232	M357.141T232	357.140977334151	357.14021881611	357.141661714139	231.686249288559	225.71972892232	235.92933226787	47	21	0	26	[469][M+2]-		7													
M357T593	M357.1401T593	357.140082000917	357.139303365286	357.140693012852	593.132585229009	592.39822213677	594.156943161577	52	24	0	28			404													
M357T89	M357.1716T89	357.171556217576	357.170635718481	357.17219931577	89.4876191757366	86.8522175132483	90.5931239250615	68	24	2	42	[475][M]-		11													
M357T75	M357.2806T75	357.280648396545	357.280069581186	357.281634785471	75.218290988384	73.3009141088142	76.7319683199376	66	24	0	42	[470][M+2]-		2													
M358T1004	M357.9082T1004	357.908223694668	357.907642999056	357.908829713553	1004.1699497286	996.384216391389	1006.4705516235	65	24	0	41	[473][M+1]-		13													
M358T994	M357.9252T994	357.925216874789	357.924679894412	357.926110184902	993.975061907112	991.668999558766	997.332313173708	49	10	0	39			13													
M358T381	M358.0335T381	358.033525713547	358.032711544518	358.034202941158	380.873806519196	379.343793611646	382.652318500941	63	21	0	42	[472][M+2]-		32													
M358T171	M358.0472T171	358.047192481097	358.046633839609	358.047856314435	170.804192558218	169.166596534203	173.629242091095	59	21	0	38		[M-H]- 359.05	46													
M358T380	M358.0515T380	358.051455476133	358.050993361279	358.05220191246	379.566280620053	374.728270216932	384.076914242668	60	18	0	42		[M+Cl]- 323.088	32													
M358T626	M358.0869T626	358.086884260129	358.086265282543	358.08756545566	626.089717377923	624.332331328358	627.363251173226	62	22	0	40	[474][M+1]-		361													
M358T89	M358.175T89	358.174972339734	358.174035028006	358.175734088719	89.4616515139958	86.8522175132483	90.5931239250615	68	24	2	42	[475][M+1]-		11													
M359T1029	M358.8002T1029	358.800232537768	358.799659526125	358.800870955999	1028.58865482023	1027.63417530157	1031.54040770152	66	24	0	42		[M-2H+Na]- 337.824	24													
M359T997	M358.9093T997	358.909265297621	358.908701391912	358.915758848507	997.067495723717	984.277758840069	1006.68520137469	62	20	0	33			13													
M359T381	M359.0368T381	359.036834086017	359.036156262532	359.037623635234	380.689107916091	379.146657958859	382.149608910322	54	18	0	35	[472][M+3]-		32													
M359T380	M359.0548T380	359.05478413866	359.054311320453	359.055565854155	380.206186366905	374.794023161314	386.879028558952	61	18	0	42		[M+Cl]- 324.079 [M-H]- 360.064	32													
M359T444	M359.0989T444	359.098909173866	359.098120270716	359.09966885648	444.489446423018	442.376645851723	445.610381277831	62	24	0	38		[2M+Cl]- 162.057	8													
M359T476	M359.1203T476	359.120310333109	359.119763936664	359.121003230627	475.991035236533	464.85310109418	481.982297039767	72	24	0	42	[476][M]-	[M-H]- 360.127	3													
M359T218	M359.1258T218	359.125811164084	359.120115104921	359.12638992573	217.942061319734	209.503622960278	223.689786012114	43	18	0	25		[2M-2H+Na]- 169.069	17													
M359T1209	M359.1543T1209	359.15434222113	359.153531789592	359.155080388394	1208.99323244472	1208.01994831826	1210.0671187691	68	23	3	42			33													
M359T304	M359.158T304	359.157993584542	359.157290624092	359.158803520685	304.273777137553	301.050780192227	308.720049643611	52	18	0	34		[2M-2H+K]- 161.103	12													
M359T90	M359.1784T90	359.178389143995	359.177255388443	359.17961908218	90.0971257520064	86.8522175132483	92.0118077735379	40	18	2	20	[475][M+2]-		11													
M359T994	M359.4066T994	359.406574962667	359.405964443569	359.407255947119	993.58479133997	992.487920464772	995.890300075392	57	15	0	42		[M-2H+Na]- 338.424	13													
M360T1004	M359.8969T1004	359.896886007009	359.89608970871	359.898977830387	1004.38527562643	994.870038676483	1006.71205564874	65	24	0	41		[M-H-CO]- 388.894	13													
M360T380	M360.0494T380	360.04941876009	360.04892983524	360.050224094656	380.062101296825	374.728270216932	384.443004380256	60	18	0	42	[477][M]-	[M-2H+K]- 323.088	32													
M360T476	M360.1236T476	360.123641252773	360.12219099385	360.124308897066	476.000639270603	465.535249791151	481.982297039767	72	24	1	42	[476][M+1]-		3													
M360T334	M360.1304T334	360.130413451668	360.129838391769	360.131337263243	333.626476930276	331.628270005496	336.256718371573	51	20	0	31		[M+Cl]- 325.166 [M-H]- 361.141	21													
M361T231	M360.7153T231	360.715300694632	360.714648257395	360.716288978164	231.36948595721	228.812006281577	235.909824913689	52	23	0	28		[M-H]- 361.728	7													
M361T1029	M360.7984T1029	360.798413621919	360.797843830229	360.799107963126	1028.69722869577	1027.69029809174	1030.7249498736	62	21	0	41			24													
M361T1030	M360.8628T1030	360.862797545174	360.861842645653	360.863477831886	1029.99803392317	1025.69632192602	1031.38601063111	67	24	1	42	[478][M]-		24													
M361T380	M361.0528T380	361.052758525489	361.052279245568	361.053543731	380.432656175189	374.728270216932	384.075625201261	60	18	0	42	[477][M+1]-		32													
M361T494	M361.093T494	361.092987232386	361.09229114905	361.093780024777	494.432716653042	493.346072525981	496.015701908871	59	18	0	41			3													
M361T476	M361.1249T476	361.124911023082	361.124185529838	361.127002819048	476.154625386618	463.90470994029	481.479849919983	73	24	2	42	[476][M+2]-		3													
M361T334	M361.1414T334	361.141376069406	361.140822456005	361.142046713443	333.971617467947	332.485747515783	335.154670685386	66	24	0	42	[479][M]-	[2M-H]- 181.073	21													
M361T91	M361.2028T91	361.20283707831	361.202154119748	361.203611220913	91.3626376801677	90.2883112819634	92.3131063972245	41	24	0	17		[M-H-NH3]- 379.246	11													
M362T1030	M361.8662T1030	361.866237812473	361.865617435759	361.866889838317	1030.16435808474	1028.95615973669	1032.19033174074	61	19	0	42	[478][M+1]-		24													
M362T226	M362.1212T226	362.121242333498	362.120620059004	362.122044869682	225.560138412321	223.225983922249	229.521180780742	62	24	0	38		[M-H]- 363.132	7													
M362T586	M362.1213T586	362.121345415477	362.120864165435	362.122213836993	585.549898044727	582.797956816546	587.915340832402	59	20	0	39			282													
M362T334	M362.1447T334	362.144742104406	362.144160041352	362.145488581788	334.004560111509	332.401783967341	335.5552903461	66	24	0	42	[479][M+1]-		21													
M363T231	M362.715T231	362.715002538428	362.714241244313	362.715905925823	230.831793243884	229.262635534837	233.975171419902	48	19	0	29			7													
M363T1030	M362.8608T1030	362.86082278761	362.86033868855	362.8614748439	1030.16157363106	1029.40955205229	1031.14850279905	66	24	0	42	[478][M+2]-		24													
M363T1003	M362.892T1003	362.892036818429	362.891439530625	362.892677423352	1002.91847850665	995.376844129505	1005.64236223246	63	24	0	39		[M-2H+Na]- 341.923	13													
M363T987	M362.892T987	362.892017536219	362.890900371296	362.892717203785	987.480773001964	985.623356170275	993.086010298918	51	15	1	35		[M-2H+Na]- 341.923	13													
M363T1009	M362.9134T1009	362.913388575607	362.912527777729	362.91433361991	1008.54950435334	1006.98009966528	1011.09277016358	48	11	0	37		[M-2H+Na]- 341.923	13													
M363T382	M362.9954T382	362.995362491607	362.994853473618	362.996092826553	381.731047623022	380.301268357152	383.406228393119	44	17	0	27			32													
M363T536	M363.0033T536	363.003345711673	363.002568862198	363.004515630553	535.581302932067	533.947844786327	536.577491846147	53	20	0	33			14													
M364T1226	M363.8607T1226	363.860724602719	363.860185042979	363.861524091984	1226.20069538498	1219.40949925959	1248.789505837	64	22	0	41			702													
M364T380	M364.0521T380	364.052149528611	364.051686252657	364.053010710982	379.543116941103	376.19524678765	382.089067903075	58	17	0	41		[M+Cl]- 329.089	32													
M364T147	M364.062T147	364.062049576264	364.061445359541	364.062783720581	147.233334918943	145.299727549801	149.829720259381	62	22	0	40			15													
M364T209	M364.0815T209	364.081469649888	364.080929217965	364.082185731887	208.648678500058	204.120712265869	214.402172386207	45	17	0	28			267													
M364T177	M364.0895T177	364.089471505477	364.088899482261	364.090208142721	176.820115211803	173.878358654142	180.814541354388	63	23	0	40			19													
M364T435	M364.1038T435	364.103774638477	364.103256951268	364.104303128819	435.043168745156	430.264821416003	436.070177887636	54	18	0	36		[M-H]- 365.112	8													
M364T102	M364.1222T102	364.122161541092	364.121221901953	364.12261653324	101.772444166597	90.5036592234609	102.606775883383	9	6	3	0			5													
M364T445	M364.137T445	364.137009575274	364.136406212212	364.137584156717	444.530736373053	440.894383620226	447.527034214444	34	19	0	15			174													
M364T183	M364.1482T183	364.148220051694	364.147487148972	364.148968798446	183.301625143572	178.703247180176	186.769927945156	63	21	0	42			19													
M365T1221	M364.8918T1221	364.891757358915	364.891144758584	364.892592878967	1221.23969326763	1218.41140764366	1234.75650893579	56	15	0	41			33													
M365T530	M365.0188T530	365.018774406322	365.018214851999	365.019873445229	530.025069078292	529.078618489642	531.23820143379	54	21	0	33		[M-H]- 366.03 [M-H-CO]- 394.023 [M-H-HCOOH]- 412.038	16													
M365T450	M365.052T450	365.052045639896	365.051403099251	365.052707381748	450.316893365076	446.425663846138	451.757114561462	54	18	0	36		[2M-2H+K]- 164.051	3													
M365T395	M365.0803T395	365.080302744824	365.079707302619	365.080965746852	395.09364930601	390.388248767631	396.782701997006	60	19	0	41			6													
M365T445	M365.1207T445	365.120726986994	365.120135966522	365.121541150145	445.203655784582	430.039572511975	463.471323976857	73	24	0	42	[480][M]-	[M+Cl]- 330.146	8													
M365T132	M365.1296T132	365.129610048699	365.128724114084	365.130312405694	132.278622972215	130.536946215885	133.687136610701	68	24	2	42	[481][M]-	[M-H]- 366.14	34													
M365T100	M365.1296T100	365.129604194283	365.128653833566	365.130361486272	99.9034014651569	90.7628309012387	101.538178152036	27	14	3	10	[482][M]-	[M+Cl]- 330.163	5													
M365T316	M365.136T316	365.136017603045	365.135530305192	365.136721765815	315.629709699351	312.470600741371	319.979264818274	66	24	0	42	[483][M]-		12													
M365T1207	M365.1767T1207	365.176742946553	365.175892629562	365.177686179431	1207.31322673341	1206.03104571742	1208.45450876459	67	24	2	41			446													
M365T74	M365.3432T74	365.3432102084	365.342520847869	365.344058745676	73.7947803513045	71.8668363661482	75.8687551660023	66	24	0	41		[M-H]- 366.35	2													
M366T380	M366.0499T380	366.049890040392	366.049236607498	366.050717177977	379.75237762877	376.1215227699	382.125672918637	58	18	0	40		[M-2H+K]- 329.089	32													
M366T524	M366.0506T524	366.050589445282	366.049928867909	366.051433130881	524.397421203856	523.378980117944	525.404040648767	52	16	0	36			16													
M366T174	M366.1095T174	366.109464718795	366.108718154973	366.110126923983	173.598997770611	172.94257907115	174.807051263426	38	18	0	20		[M-H+HCOOH]- 321.112	19													
M366T328	M366.1178T328	366.117776006886	366.117063946859	366.118490055638	328.451849093655	323.70639545349	334.156817572683	52	19	0	33			21													
M366T446	M366.1242T446	366.124168427289	366.123323676059	366.125011594486	445.632262545414	429.798006988288	450.369346644746	41	19	0	22	[480][M+1]-		8													
M366T132	M366.1331T132	366.133077168117	366.13219593544	366.133800887975	132.179557765906	130.972172706854	133.687136610701	68	24	2	42	[481][M+1]-		34													
M366T100	M366.1331T100	366.133138875853	366.132137267941	366.133739393622	99.9780343651183	90.7628309012387	101.229411121626	32	9	3	20	[482][M+1]-		5													
M366T315	M366.1394T315	366.139421924886	366.13889302876	366.140172999805	315.056852619375	311.246141917464	319.823222266634	67	24	0	42	[483][M+1]-		12													
M366T994	M366.4198T994	366.419788534246	366.419271839446	366.420389138869	993.507301308397	992.472944461808	995.112205520165	57	15	0	42		[M+Cl]- 331.454 [M-H]- 367.43	13													
M367T877	M366.8448T877	366.844823021892	366.843734175389	366.84553717195	876.555371811796	850.988657195253	897.389287845864	69	24	2	42			44													
M367T1020	M366.8445T1020	366.84450187981	366.843726489629	366.851152000711	1020.23608681947	1018.73564298304	1031.26273324946	76	19	0	42		[M-H-CO2]- 411.841	55													
M367T1024	M366.8706T1024	366.870646445498	366.87004290042	366.871349055381	1023.607760184	1022.22973683203	1026.32168678354	63	21	0	42			24													
M367T993	M366.9119T993	366.911887862456	366.91138783406	366.912614538659	993.479464891106	992.472944461808	996.703007396899	59	17	0	42			13													
M367T139	M367.0826T139	367.082550344413	367.082000944174	367.083968650091	138.701164458999	138.138265701638	139.610776471266	66	24	0	42			34													
M367T174	M367.1072T174	367.107231462224	367.106577768692	367.107952934871	174.198376722347	173.058044611173	175.217983099444	66	24	0	42		[2M-2H+K]- 165.081 [M-2H+K]- 330.159	19													
M367T488	M367.106T488	367.105982323089	367.10548146742	367.106711462494	488.374184700854	481.149684886802	492.118414297105	47	17	0	30			3													
M367T132	M367.1254T132	367.125444609058	367.124628434788	367.126183990615	132.246443805387	130.757307195389	133.183226796585	68	24	2	42	[481][M+2]-		34													
M367T100	M367.1255T100	367.125467547846	367.124573269938	367.126149644819	100.324826252413	90.7995335517353	101.90700841222	32	12	3	17	[482][M+2]-		5													
M367T444	M367.1363T444	367.136322536632	367.135736206771	367.137129108148	444.176018728678	442.334511902757	448.87442719276	66	24	0	42	[480][M+2]-		8													
M367T73	M367.359T73	367.358979625752	367.35802825265	367.359892891454	72.5306338984894	71.0361747887862	77.0647217515294	61	23	3	35			68													
M367T994	M367.4039T994	367.403876760555	367.403330295334	367.404623896889	993.58632088811	992.6989995061	996.202370187034	60	18	0	42	[484][M]-	[M-H-CO]- 396.407	13													
M368T996	M367.8829T996	367.882910609561	367.881657214331	367.883591469389	996.31571409631	985.859672023207	1003.52612296824	82	24	1	42		[M+Cl+NH3]- 315.9	13													
M368T1221	M367.8828T1221	367.88281554197	367.882309538846	367.883489746471	1221.10866912173	1218.92989422288	1227.66514251534	54	16	0	38		[3M-2H]2- 245.937	33													
M368T1220	M367.8958T1220	367.895831811371	367.895259653898	367.896472145217	1220.10501672822	1218.25613372657	1223.56266043308	57	16	0	41		[3M-2H]2- 245.937	33													
M368T999	M367.8958T999	367.895753435609	367.894686471583	367.896415212763	999.069976030887	985.088661544786	1004.57964916965	94	24	1	42		[M+Cl+NH3]- 315.9	13													
